year_month,district,okrug,secondary_price_per_sqm,newbuild_price_per_sqm,rental_price_per_sqm_monthly,secondary_mom_change_pct,newbuild_mom_change_pct,n_listings_secondary,n_listings_newbuild,n_listings_rental,cbr_key_rate_pct,avg_mortgage_rate_pct
2024-09,Krasnoselsky,CAO,555600,590400,2315,-0.94,-9.04,162,57,105,16.0,18.5
2024-10,Krasnoselsky,CAO,566300,614800,2360,1.92,4.12,30,66,19,21.0,23.5
2024-11,Krasnoselsky,CAO,506200,563400,2109,-10.61,-8.35,131,10,52,21.0,23.5
2024-12,Krasnoselsky,CAO,551900,600500,2300,9.03,6.58,144,61,75,21.0,23.5
2025-01,Krasnoselsky,CAO,497200,515700,2072,-9.91,-14.12,161,29,70,21.0,23.5
2025-02,Krasnoselsky,CAO,527100,561400,2196,6.0,8.85,146,8,79,21.0,23.5
2025-03,Krasnoselsky,CAO,539400,587800,2247,2.33,4.71,177,48,10,21.0,23.5
2025-04,Krasnoselsky,CAO,503800,569100,2099,-6.6,-3.17,90,75,107,21.0,23.5
2025-05,Krasnoselsky,CAO,536300,597800,2235,6.46,5.03,111,48,27,21.0,23.5
2025-06,Krasnoselsky,CAO,540700,584500,2253,0.81,-2.22,143,75,14,21.0,23.5
2025-07,Krasnoselsky,CAO,515700,553300,2149,-4.62,-5.33,20,72,27,17.0,19.5
2025-08,Krasnoselsky,CAO,541200,609600,2255,4.94,10.17,29,38,42,17.0,19.5
2025-09,Krasnoselsky,CAO,556500,616900,2319,2.83,1.2,70,46,98,17.0,19.5
2025-10,Krasnoselsky,CAO,548100,613400,2284,-1.52,-0.56,70,58,13,17.0,19.5
2025-11,Krasnoselsky,CAO,557800,590800,2324,1.78,-3.68,78,22,11,17.0,19.5
2025-12,Krasnoselsky,CAO,548100,595900,2284,-1.75,0.86,45,45,69,17.0,19.5
2026-01,Krasnoselsky,CAO,527000,570800,2196,-3.84,-4.2,103,16,68,17.0,19.5
2026-02,Krasnoselsky,CAO,542400,581200,2260,2.92,1.82,83,52,45,17.0,19.5
2026-03,Krasnoselsky,CAO,532600,573800,2219,-1.81,-1.27,64,57,55,17.0,19.5
2026-04,Krasnoselsky,CAO,520700,581300,2169,-2.24,1.3,112,21,36,17.0,19.5
2020-01,Meshchansky,CAO,367300,393700,1530,,,93,31,85,6.0,8.5
2020-02,Meshchansky,CAO,386400,422800,1610,5.21,7.41,183,26,41,6.0,8.5
2020-03,Meshchansky,CAO,350700,387000,1461,-9.25,-8.48,130,73,79,6.0,8.5
2020-04,Meshchansky,CAO,383200,427000,1597,9.27,10.35,193,29,92,4.25,6.75
2020-05,Meshchansky,CAO,389800,459500,1624,1.73,7.61,98,49,84,4.25,6.75
2020-06,Meshchansky,CAO,384700,427800,1603,-1.31,-6.9,97,39,105,4.25,6.75
2020-07,Meshchansky,CAO,411500,465400,1714,6.95,8.8,117,58,86,4.25,6.75
2020-08,Meshchansky,CAO,389700,418800,1624,-5.28,-10.01,114,24,52,4.25,6.75
2020-09,Meshchansky,CAO,419200,467400,1746,7.56,11.59,153,29,43,4.25,6.75
2020-10,Meshchansky,CAO,411200,444000,1714,-1.89,-5.0,187,69,31,4.25,6.75
2020-11,Meshchansky,CAO,429800,469700,1791,4.51,5.78,47,79,57,4.25,6.75
2020-12,Meshchansky,CAO,429200,491100,1788,-0.14,4.58,149,63,18,4.25,6.75
2021-01,Meshchansky,CAO,446500,492300,1861,4.03,0.23,50,62,96,4.25,6.75
2021-02,Meshchansky,CAO,437700,486800,1824,-1.97,-1.11,138,37,73,4.25,6.75
2021-03,Meshchansky,CAO,437300,499100,1822,-0.09,2.53,183,60,14,4.25,6.75
2021-04,Meshchansky,CAO,427900,449300,1783,-2.15,-9.99,142,33,110,8.5,11.0
2021-05,Meshchansky,CAO,455600,524400,1898,6.47,16.72,145,78,70,8.5,11.0
2021-06,Meshchansky,CAO,476200,528100,1984,4.51,0.72,84,79,115,8.5,11.0
2021-07,Meshchansky,CAO,484900,551100,2020,1.82,4.35,103,18,107,8.5,11.0
2021-08,Meshchansky,CAO,480500,520700,2002,-0.9,-5.52,156,20,118,8.5,11.0
2021-09,Meshchansky,CAO,462700,510700,1928,-3.71,-1.91,136,78,54,8.5,11.0
2021-10,Meshchansky,CAO,483300,518500,2014,4.46,1.52,119,22,118,8.5,11.0
2021-11,Meshchansky,CAO,500100,528000,2084,3.46,1.84,33,32,39,8.5,11.0
2021-12,Meshchansky,CAO,496100,546500,2067,-0.8,3.49,76,77,91,8.5,11.0
2022-01,Meshchansky,CAO,492800,537400,2053,-0.66,-1.65,52,65,57,20.0,22.5
2022-02,Meshchansky,CAO,474300,530800,1976,-3.76,-1.23,69,37,98,20.0,22.5
2022-03,Meshchansky,CAO,505000,558400,2104,6.48,5.2,42,74,101,20.0,22.5
2022-04,Meshchansky,CAO,480900,542000,2004,-4.76,-2.94,84,18,112,9.5,12.0
2022-05,Meshchansky,CAO,477300,508200,1989,-0.76,-6.24,32,11,110,9.5,12.0
2022-06,Meshchansky,CAO,488100,538900,2034,2.26,6.05,57,67,36,9.5,12.0
2022-07,Meshchansky,CAO,490200,569700,2043,0.44,5.71,53,65,71,9.5,12.0
2022-08,Meshchansky,CAO,495300,540400,2064,1.04,-5.15,108,51,85,9.5,12.0
2022-09,Meshchansky,CAO,473700,514600,1974,-4.37,-4.76,78,40,87,9.5,12.0
2022-10,Meshchansky,CAO,508800,550100,2120,7.42,6.88,86,22,109,7.5,10.0
2022-11,Meshchansky,CAO,536000,553700,2233,5.35,0.67,99,18,37,7.5,10.0
2022-12,Meshchansky,CAO,520900,573100,2171,-2.81,3.5,185,56,119,7.5,10.0
2023-01,Meshchansky,CAO,515500,555900,2148,-1.04,-3.01,53,30,102,7.5,10.0
2023-02,Meshchansky,CAO,527100,571300,2196,2.25,2.77,102,42,43,7.5,10.0
2023-03,Meshchansky,CAO,545500,575200,2273,3.49,0.68,162,75,109,7.5,10.0
2023-04,Meshchansky,CAO,521400,577300,2172,-4.42,0.36,98,9,31,7.5,10.0
2023-05,Meshchansky,CAO,534700,612800,2228,2.55,6.15,170,75,60,7.5,10.0
2023-06,Meshchansky,CAO,536100,582700,2234,0.26,-4.9,150,20,71,7.5,10.0
2023-07,Meshchansky,CAO,537300,592100,2239,0.22,1.61,99,71,19,13.0,15.5
2023-08,Meshchansky,CAO,563800,607600,2349,4.95,2.61,31,36,93,13.0,15.5
2023-09,Meshchansky,CAO,539100,604100,2246,-4.39,-0.58,141,79,95,13.0,15.5
2023-10,Meshchansky,CAO,557400,617700,2323,3.4,2.26,76,22,16,13.0,15.5
2023-11,Meshchansky,CAO,553600,597800,2306,-0.7,-3.23,78,60,12,13.0,15.5
2023-12,Meshchansky,CAO,580100,641100,2417,4.79,7.25,86,29,44,13.0,15.5
2024-01,Meshchansky,CAO,566000,620800,2358,-2.44,-3.16,80,78,113,16.0,18.5
2024-02,Meshchansky,CAO,567300,635400,2364,0.23,2.34,26,8,51,16.0,18.5
2024-03,Meshchansky,CAO,580200,627000,2418,2.29,-1.32,112,22,106,16.0,18.5
2024-04,Meshchansky,CAO,552700,635600,2303,-4.76,1.38,103,42,117,16.0,18.5
2024-05,Meshchansky,CAO,565200,636900,2355,2.26,0.2,41,70,30,16.0,18.5
2024-06,Meshchansky,CAO,560600,606600,2336,-0.8,-4.77,77,14,33,16.0,18.5
2024-07,Meshchansky,CAO,604300,662700,2518,7.78,9.26,182,5,46,16.0,18.5
2024-08,Meshchansky,CAO,574000,640500,2392,-5.01,-3.35,49,25,71,16.0,18.5
2024-09,Meshchansky,CAO,573900,628800,2391,-0.02,-1.82,169,30,45,16.0,18.5
2024-10,Meshchansky,CAO,548700,605400,2286,-4.39,-3.73,54,19,14,21.0,23.5
2024-11,Meshchansky,CAO,567900,607000,2366,3.5,0.28,54,45,93,21.0,23.5
2024-12,Meshchansky,CAO,533700,588000,2224,-6.03,-3.13,75,14,76,21.0,23.5
2025-01,Meshchansky,CAO,564000,626700,2350,5.69,6.58,32,65,12,21.0,23.5
2025-02,Meshchansky,CAO,569300,628100,2372,0.93,0.22,93,67,81,21.0,23.5
2025-03,Meshchansky,CAO,547100,619600,2280,-3.89,-1.35,125,71,84,21.0,23.5
2025-04,Meshchansky,CAO,558200,638700,2326,2.03,3.08,34,77,17,21.0,23.5
2025-05,Meshchansky,CAO,576500,618300,2402,3.27,-3.2,82,49,12,21.0,23.5
2025-06,Meshchansky,CAO,569600,647500,2373,-1.19,4.72,59,15,54,21.0,23.5
2025-07,Meshchansky,CAO,566100,600800,2359,-0.62,-7.21,104,21,72,17.0,19.5
2025-08,Meshchansky,CAO,527300,566600,2197,-6.86,-5.7,22,14,35,17.0,19.5
2025-09,Meshchansky,CAO,571600,616500,2382,8.41,8.82,112,20,45,17.0,19.5
2025-10,Meshchansky,CAO,570800,622000,2378,-0.15,0.89,143,29,77,17.0,19.5
2025-11,Meshchansky,CAO,583900,646300,2433,2.3,3.91,107,9,117,17.0,19.5
2025-12,Meshchansky,CAO,545000,616000,2271,-6.66,-4.7,59,47,24,17.0,19.5
2026-01,Meshchansky,CAO,572300,638500,2384,5.0,3.66,141,24,95,17.0,19.5
2026-02,Meshchansky,CAO,582300,652100,2426,1.75,2.13,40,41,107,17.0,19.5
2026-03,Meshchansky,CAO,550100,611600,2292,-5.53,-6.22,146,61,71,17.0,19.5
2026-04,Meshchansky,CAO,564600,600800,2353,2.65,-1.76,92,31,56,17.0,19.5
2020-01,Presnensky,CAO,439400,504100,1831,,,155,68,39,6.0,8.5
2020-02,Presnensky,CAO,476500,499100,1985,8.45,-0.98,182,35,52,6.0,8.5
2020-03,Presnensky,CAO,457800,497200,1908,-3.92,-0.4,70,23,39,6.0,8.5
2020-04,Presnensky,CAO,460100,484700,1917,0.5,-2.51,172,74,83,4.25,6.75
2020-05,Presnensky,CAO,489200,516600,2038,6.31,6.59,139,50,10,4.25,6.75
2020-06,Presnensky,CAO,471900,544700,1966,-3.52,5.43,70,41,62,4.25,6.75
2020-07,Presnensky,CAO,493500,526900,2056,4.57,-3.27,121,9,71,4.25,6.75
2020-08,Presnensky,CAO,493900,552700,2058,0.07,4.91,97,8,33,4.25,6.75
2020-09,Presnensky,CAO,506000,540400,2108,2.46,-2.23,198,13,71,4.25,6.75
2020-10,Presnensky,CAO,519800,579700,2166,2.71,7.26,196,76,106,4.25,6.75
2020-11,Presnensky,CAO,508800,551000,2120,-2.1,-4.94,104,20,115,4.25,6.75
2020-12,Presnensky,CAO,495700,541000,2065,-2.58,-1.83,43,74,70,4.25,6.75
2021-01,Presnensky,CAO,526600,568100,2194,6.23,5.01,108,24,24,4.25,6.75
2021-02,Presnensky,CAO,545300,627000,2272,3.55,10.36,192,77,42,4.25,6.75
2021-03,Presnensky,CAO,537500,564700,2240,-1.41,-9.92,133,24,91,4.25,6.75
2021-04,Presnensky,CAO,549800,586800,2291,2.27,3.91,75,8,69,8.5,11.0
2021-05,Presnensky,CAO,551600,613100,2299,0.34,4.49,98,26,65,8.5,11.0
2021-06,Presnensky,CAO,569900,630300,2374,3.3,2.8,188,49,41,8.5,11.0
2021-07,Presnensky,CAO,561400,606100,2339,-1.48,-3.84,96,73,51,8.5,11.0
2021-08,Presnensky,CAO,556700,590100,2319,-0.85,-2.64,152,11,102,8.5,11.0
2021-09,Presnensky,CAO,611900,657100,2549,9.92,11.35,36,15,18,8.5,11.0
2021-10,Presnensky,CAO,613000,704700,2554,0.18,7.25,24,22,20,8.5,11.0
2021-11,Presnensky,CAO,608500,636700,2535,-0.74,-9.65,22,59,26,8.5,11.0
2021-12,Presnensky,CAO,601600,657800,2507,-1.12,3.31,31,60,25,8.5,11.0
2022-01,Presnensky,CAO,642200,733900,2676,6.73,11.57,62,58,112,20.0,22.5
2022-02,Presnensky,CAO,622300,667800,2593,-3.09,-9.02,133,57,110,20.0,22.5
2022-03,Presnensky,CAO,623100,694100,2596,0.14,3.94,74,65,102,20.0,22.5
2022-04,Presnensky,CAO,608400,680800,2535,-2.37,-1.91,198,34,82,9.5,12.0
2022-05,Presnensky,CAO,605500,695000,2523,-0.48,2.08,135,15,89,9.5,12.0
2022-06,Presnensky,CAO,602400,679000,2510,-0.5,-2.3,50,53,27,9.5,12.0
2022-07,Presnensky,CAO,589700,671000,2457,-2.11,-1.18,83,55,38,9.5,12.0
2022-08,Presnensky,CAO,595900,645000,2483,1.05,-3.88,114,74,105,9.5,12.0
2022-09,Presnensky,CAO,591500,677500,2464,-0.75,5.04,153,16,18,9.5,12.0
2022-10,Presnensky,CAO,651500,734300,2714,10.14,8.38,95,28,54,7.5,10.0
2022-11,Presnensky,CAO,669800,701300,2791,2.81,-4.5,30,61,19,7.5,10.0
2022-12,Presnensky,CAO,616700,666200,2569,-7.93,-5.0,20,8,43,7.5,10.0
2023-01,Presnensky,CAO,693600,768600,2890,12.48,15.37,138,34,71,7.5,10.0
2023-02,Presnensky,CAO,656400,741800,2735,-5.37,-3.49,29,79,62,7.5,10.0
2023-03,Presnensky,CAO,673700,708800,2807,2.64,-4.45,188,7,101,7.5,10.0
2023-04,Presnensky,CAO,667600,779700,2782,-0.91,10.01,151,46,27,7.5,10.0
2023-05,Presnensky,CAO,653800,708500,2724,-2.07,-9.13,144,73,30,7.5,10.0
2023-06,Presnensky,CAO,681300,740100,2839,4.22,4.46,158,36,17,7.5,10.0
2023-07,Presnensky,CAO,702300,791800,2926,3.08,6.98,178,47,95,13.0,15.5
2023-08,Presnensky,CAO,670900,732400,2795,-4.47,-7.5,102,55,21,13.0,15.5
2023-09,Presnensky,CAO,648100,737400,2701,-3.39,0.68,33,63,119,13.0,15.5
2023-10,Presnensky,CAO,702300,791300,2926,8.36,7.32,80,69,57,13.0,15.5
2023-11,Presnensky,CAO,681000,716300,2837,-3.03,-9.48,75,70,94,13.0,15.5
2023-12,Presnensky,CAO,675000,750100,2812,-0.88,4.72,27,13,24,13.0,15.5
2024-01,Presnensky,CAO,727000,821400,3029,7.71,9.51,170,46,82,16.0,18.5
2024-02,Presnensky,CAO,698200,776600,2909,-3.96,-5.46,102,46,45,16.0,18.5
2024-03,Presnensky,CAO,709300,795700,2955,1.59,2.47,167,43,82,16.0,18.5
2024-04,Presnensky,CAO,709900,786500,2958,0.09,-1.17,184,74,54,16.0,18.5
2024-05,Presnensky,CAO,677600,744700,2823,-4.55,-5.31,28,37,50,16.0,18.5
2024-06,Presnensky,CAO,703300,803100,2930,3.79,7.84,148,40,63,16.0,18.5
2024-07,Presnensky,CAO,738300,816200,3076,4.98,1.64,135,75,37,16.0,18.5
2024-08,Presnensky,CAO,695300,772100,2897,-5.83,-5.41,60,36,90,16.0,18.5
2024-09,Presnensky,CAO,716200,792800,2984,3.01,2.68,132,35,33,16.0,18.5
2024-10,Presnensky,CAO,705700,783500,2940,-1.47,-1.17,68,33,105,21.0,23.5
2024-11,Presnensky,CAO,682000,767400,2842,-3.36,-2.06,153,50,38,21.0,23.5
2024-12,Presnensky,CAO,733500,798300,3056,7.55,4.03,120,59,71,21.0,23.5
2025-01,Presnensky,CAO,686400,765900,2860,-6.41,-4.05,47,15,88,21.0,23.5
2025-02,Presnensky,CAO,682700,741100,2845,-0.54,-3.24,119,78,75,21.0,23.5
2025-03,Presnensky,CAO,700600,763200,2919,2.62,2.98,146,76,36,21.0,23.5
2025-04,Presnensky,CAO,687300,740200,2864,-1.89,-3.02,192,67,46,21.0,23.5
2025-05,Presnensky,CAO,708100,763100,2950,3.02,3.1,95,27,99,21.0,23.5
2025-06,Presnensky,CAO,683500,761700,2848,-3.46,-0.19,127,66,75,21.0,23.5
2025-07,Presnensky,CAO,702000,806500,2925,2.7,5.89,50,58,10,17.0,19.5
2025-08,Presnensky,CAO,663100,756200,2763,-5.54,-6.24,115,32,60,17.0,19.5
2025-09,Presnensky,CAO,686900,770100,2862,3.58,1.85,40,57,81,17.0,19.5
2025-10,Presnensky,CAO,668100,767200,2784,-2.73,-0.38,42,23,72,17.0,19.5
2025-11,Presnensky,CAO,681100,764000,2838,1.95,-0.41,176,20,49,17.0,19.5
2025-12,Presnensky,CAO,689900,756000,2875,1.29,-1.05,184,70,20,17.0,19.5
2026-01,Presnensky,CAO,697700,784800,2907,1.13,3.81,61,73,111,17.0,19.5
2026-02,Presnensky,CAO,702700,773000,2928,0.71,-1.5,98,33,37,17.0,19.5
2026-03,Presnensky,CAO,701800,787400,2924,-0.13,1.86,23,7,111,17.0,19.5
2026-04,Presnensky,CAO,698700,783100,2911,-0.44,-0.54,190,42,56,17.0,19.5
2020-01,Tagansky,CAO,352300,391100,1468,,,184,20,50,6.0,8.5
2020-02,Tagansky,CAO,351900,380200,1466,-0.12,-2.79,87,67,19,6.0,8.5
2020-03,Tagansky,CAO,378400,418100,1577,7.54,9.96,191,61,80,6.0,8.5
2020-04,Tagansky,CAO,382200,422800,1593,1.0,1.13,71,21,26,4.25,6.75
2020-05,Tagansky,CAO,371800,423300,1549,-2.72,0.11,53,67,67,4.25,6.75
2020-06,Tagansky,CAO,383900,408500,1600,3.24,-3.51,125,14,105,4.25,6.75
2020-07,Tagansky,CAO,376400,404000,1568,-1.95,-1.11,63,66,87,4.25,6.75
2020-08,Tagansky,CAO,403000,434500,1679,7.08,7.56,188,75,63,4.25,6.75
2020-09,Tagansky,CAO,396000,434500,1650,-1.74,-0.01,135,14,58,4.25,6.75
2020-10,Tagansky,CAO,411200,453600,1713,3.83,4.4,107,27,45,4.25,6.75
2020-11,Tagansky,CAO,417100,456400,1738,1.44,0.61,169,47,24,4.25,6.75
2020-12,Tagansky,CAO,421000,467600,1754,0.94,2.47,183,13,106,4.25,6.75
2021-01,Tagansky,CAO,418200,466800,1743,-0.66,-0.19,140,34,25,4.25,6.75
2021-02,Tagansky,CAO,427200,475600,1780,2.13,1.88,172,75,110,4.25,6.75
2021-03,Tagansky,CAO,442400,491400,1844,3.58,3.33,87,54,61,4.25,6.75
2021-04,Tagansky,CAO,429800,452600,1791,-2.85,-7.9,178,77,23,8.5,11.0
2021-05,Tagansky,CAO,449200,479900,1871,4.49,6.05,73,38,104,8.5,11.0
2021-06,Tagansky,CAO,460200,493200,1918,2.46,2.76,26,51,51,8.5,11.0
2021-07,Tagansky,CAO,465800,489100,1941,1.22,-0.82,27,51,18,8.5,11.0
2021-08,Tagansky,CAO,476500,533400,1985,2.29,9.06,186,33,27,8.5,11.0
2021-09,Tagansky,CAO,499500,558400,2081,4.82,4.69,137,57,58,8.5,11.0
2021-10,Tagansky,CAO,462500,509700,1927,-7.4,-8.73,71,49,105,8.5,11.0
2021-11,Tagansky,CAO,456300,488300,1901,-1.35,-4.19,151,36,108,8.5,11.0
2021-12,Tagansky,CAO,482100,540500,2009,5.66,10.67,53,7,32,8.5,11.0
2022-01,Tagansky,CAO,487000,535800,2029,1.03,-0.86,130,55,95,20.0,22.5
2022-02,Tagansky,CAO,475900,543000,1983,-2.28,1.35,22,33,14,20.0,22.5
2022-03,Tagansky,CAO,469500,520000,1956,-1.36,-4.24,126,21,18,20.0,22.5
2022-04,Tagansky,CAO,459200,522300,1914,-2.18,0.43,198,75,88,9.5,12.0
2022-05,Tagansky,CAO,486700,539800,2028,5.99,3.36,93,57,67,9.5,12.0
2022-06,Tagansky,CAO,478400,531100,1994,-1.7,-1.61,77,33,34,9.5,12.0
2022-07,Tagansky,CAO,476400,516200,1985,-0.42,-2.8,122,64,38,9.5,12.0
2022-08,Tagansky,CAO,476000,532500,1983,-0.09,3.15,44,7,12,9.5,12.0
2022-09,Tagansky,CAO,478800,521900,1995,0.59,-2.0,90,21,87,9.5,12.0
2022-10,Tagansky,CAO,498900,543400,2079,4.2,4.13,116,34,68,7.5,10.0
2022-11,Tagansky,CAO,484800,520200,2020,-2.84,-4.26,45,60,39,7.5,10.0
2022-12,Tagansky,CAO,526300,573800,2193,8.57,10.3,31,5,109,7.5,10.0
2023-01,Tagansky,CAO,506900,593800,2112,-3.7,3.49,131,20,101,7.5,10.0
2023-02,Tagansky,CAO,498900,523900,2079,-1.58,-11.78,96,53,96,7.5,10.0
2023-03,Tagansky,CAO,527700,599900,2199,5.78,14.51,180,46,51,7.5,10.0
2023-04,Tagansky,CAO,522000,557300,2175,-1.09,-7.09,33,37,75,7.5,10.0
2023-05,Tagansky,CAO,523300,595000,2180,0.24,6.75,173,70,69,7.5,10.0
2023-06,Tagansky,CAO,524100,572900,2184,0.15,-3.71,83,66,91,7.5,10.0
2023-07,Tagansky,CAO,527100,555100,2196,0.59,-3.11,155,67,82,13.0,15.5
2023-08,Tagansky,CAO,519000,562300,2162,-1.55,1.29,150,51,44,13.0,15.5
2023-09,Tagansky,CAO,551100,615900,2296,6.19,9.53,116,66,85,13.0,15.5
2023-10,Tagansky,CAO,525300,594400,2189,-4.69,-3.49,148,39,83,13.0,15.5
2023-11,Tagansky,CAO,556700,596400,2320,5.99,0.33,40,48,60,13.0,15.5
2023-12,Tagansky,CAO,545400,593600,2273,-2.03,-0.47,40,58,62,13.0,15.5
2024-01,Tagansky,CAO,545900,607500,2275,0.09,2.34,136,75,11,16.0,18.5
2024-02,Tagansky,CAO,573700,636300,2390,5.08,4.75,136,9,46,16.0,18.5
2024-03,Tagansky,CAO,550800,605600,2295,-3.99,-4.83,91,25,82,16.0,18.5
2024-04,Tagansky,CAO,562900,608700,2346,2.21,0.52,139,25,26,16.0,18.5
2024-05,Tagansky,CAO,563400,623800,2348,0.08,2.48,41,79,119,16.0,18.5
2024-06,Tagansky,CAO,558600,605800,2328,-0.85,-2.89,27,12,59,16.0,18.5
2024-07,Tagansky,CAO,556100,594000,2317,-0.46,-1.94,83,25,43,16.0,18.5
2024-08,Tagansky,CAO,573800,653700,2391,3.19,10.03,122,58,113,16.0,18.5
2024-09,Tagansky,CAO,571200,643000,2380,-0.46,-1.62,121,13,25,16.0,18.5
2024-10,Tagansky,CAO,555400,582500,2314,-2.77,-9.41,149,7,45,21.0,23.5
2024-11,Tagansky,CAO,541000,601300,2254,-2.58,3.21,24,71,44,21.0,23.5
2024-12,Tagansky,CAO,542000,590300,2258,0.17,-1.82,93,70,117,21.0,23.5
2025-01,Tagansky,CAO,559700,618900,2332,3.28,4.84,162,24,113,21.0,23.5
2025-02,Tagansky,CAO,557600,618900,2323,-0.39,0.0,68,59,63,21.0,23.5
2025-03,Tagansky,CAO,557100,588200,2321,-0.07,-4.96,64,30,77,21.0,23.5
2025-04,Tagansky,CAO,542200,590600,2259,-2.69,0.4,64,41,87,21.0,23.5
2025-05,Tagansky,CAO,566400,653800,2360,4.47,10.7,166,20,93,21.0,23.5
2025-06,Tagansky,CAO,535100,583300,2230,-5.52,-10.78,63,24,89,21.0,23.5
2025-07,Tagansky,CAO,542800,581100,2262,1.43,-0.37,38,31,21,17.0,19.5
2025-08,Tagansky,CAO,558200,592300,2326,2.84,1.93,77,57,98,17.0,19.5
2025-09,Tagansky,CAO,568900,626600,2370,1.91,5.78,173,7,98,17.0,19.5
2025-10,Tagansky,CAO,554200,637400,2309,-2.58,1.73,26,6,48,17.0,19.5
2025-11,Tagansky,CAO,553000,597700,2304,-0.21,-6.23,77,44,62,17.0,19.5
2025-12,Tagansky,CAO,540100,598000,2250,-2.35,0.05,183,53,76,17.0,19.5
2026-01,Tagansky,CAO,549900,603100,2291,1.82,0.86,21,41,73,17.0,19.5
2026-02,Tagansky,CAO,559000,604700,2329,1.66,0.26,197,43,86,17.0,19.5
2026-03,Tagansky,CAO,548500,595600,2286,-1.87,-1.51,125,64,34,17.0,19.5
2026-04,Tagansky,CAO,563700,629500,2349,2.77,5.71,139,79,26,17.0,19.5
2020-01,Tverskoy,CAO,464100,509600,1934,,,149,17,71,6.0,8.5
2020-02,Tverskoy,CAO,475700,498500,1982,2.51,-2.18,144,54,74,6.0,8.5
2020-03,Tverskoy,CAO,472800,510800,1970,-0.62,2.48,129,22,104,6.0,8.5
2020-04,Tverskoy,CAO,491200,550200,2047,3.9,7.71,54,68,65,4.25,6.75
2020-05,Tverskoy,CAO,475000,524900,1979,-3.31,-4.59,157,72,102,4.25,6.75
2020-06,Tverskoy,CAO,516300,533500,2151,8.71,1.63,94,38,15,4.25,6.75
2020-07,Tverskoy,CAO,497200,530100,2072,-3.7,-0.63,153,36,14,4.25,6.75
2020-08,Tverskoy,CAO,499900,557600,2083,0.54,5.19,185,28,105,4.25,6.75
2020-09,Tverskoy,CAO,509300,552000,2122,1.88,-1.02,176,53,10,4.25,6.75
2020-10,Tverskoy,CAO,525700,580100,2190,3.23,5.09,36,65,77,4.25,6.75
2020-11,Tverskoy,CAO,508400,551300,2118,-3.28,-4.95,89,33,35,4.25,6.75
2020-12,Tverskoy,CAO,556400,609900,2319,9.44,10.62,152,14,36,4.25,6.75
2021-01,Tverskoy,CAO,522300,578000,2176,-6.14,-5.23,24,37,96,4.25,6.75
2021-02,Tverskoy,CAO,523200,567200,2180,0.18,-1.86,43,64,14,4.25,6.75
2021-03,Tverskoy,CAO,563200,614800,2347,7.63,8.38,55,65,39,4.25,6.75
2021-04,Tverskoy,CAO,583900,628400,2433,3.68,2.21,75,41,93,8.5,11.0
2021-05,Tverskoy,CAO,578400,646800,2410,-0.93,2.93,176,39,44,8.5,11.0
2021-06,Tverskoy,CAO,592300,653300,2468,2.4,1.0,74,78,29,8.5,11.0
2021-07,Tverskoy,CAO,618000,693900,2575,4.35,6.22,110,21,37,8.5,11.0
2021-08,Tverskoy,CAO,629200,665200,2622,1.8,-4.13,108,7,45,8.5,11.0
2021-09,Tverskoy,CAO,594000,683800,2475,-5.6,2.79,155,12,16,8.5,11.0
2021-10,Tverskoy,CAO,598600,658800,2494,0.78,-3.66,38,34,19,8.5,11.0
2021-11,Tverskoy,CAO,657100,715400,2738,9.78,8.6,64,70,58,8.5,11.0
2021-12,Tverskoy,CAO,644000,690600,2683,-2.0,-3.47,48,40,42,8.5,11.0
2022-01,Tverskoy,CAO,651100,702500,2713,1.11,1.72,125,68,61,20.0,22.5
2022-02,Tverskoy,CAO,613000,679600,2554,-5.86,-3.26,146,58,20,20.0,22.5
2022-03,Tverskoy,CAO,606200,658200,2526,-1.11,-3.15,91,47,46,20.0,22.5
2022-04,Tverskoy,CAO,625900,687700,2608,3.26,4.48,106,12,49,9.5,12.0
2022-05,Tverskoy,CAO,636400,701500,2652,1.68,2.01,96,10,56,9.5,12.0
2022-06,Tverskoy,CAO,616400,640600,2568,-3.15,-8.68,167,9,72,9.5,12.0
2022-07,Tverskoy,CAO,620600,673500,2586,0.68,5.13,64,17,31,9.5,12.0
2022-08,Tverskoy,CAO,654000,709400,2725,5.39,5.34,195,14,30,9.5,12.0
2022-09,Tverskoy,CAO,669500,763200,2790,2.37,7.58,33,78,115,9.5,12.0
2022-10,Tverskoy,CAO,642800,698900,2678,-3.98,-8.43,110,71,112,7.5,10.0
2022-11,Tverskoy,CAO,649900,724800,2708,1.09,3.71,32,6,114,7.5,10.0
2022-12,Tverskoy,CAO,644500,701200,2685,-0.82,-3.26,130,17,65,7.5,10.0
2023-01,Tverskoy,CAO,647700,692700,2699,0.49,-1.21,146,34,33,7.5,10.0
2023-02,Tverskoy,CAO,683000,743300,2846,5.46,7.3,194,72,104,7.5,10.0
2023-03,Tverskoy,CAO,677500,747200,2823,-0.81,0.53,69,8,62,7.5,10.0
2023-04,Tverskoy,CAO,691500,747600,2881,2.07,0.05,60,79,13,7.5,10.0
2023-05,Tverskoy,CAO,691400,754900,2881,-0.02,0.97,28,79,84,7.5,10.0
2023-06,Tverskoy,CAO,689000,751400,2871,-0.33,-0.47,155,35,35,7.5,10.0
2023-07,Tverskoy,CAO,686000,757200,2858,-0.44,0.77,154,75,34,13.0,15.5
2023-08,Tverskoy,CAO,690200,729800,2876,0.62,-3.61,150,29,89,13.0,15.5
