id,date_posted,complex_id,complex_name,developer,complex_class,district,okrug,lat,lon,total_area,rooms,floor,total_floors,completion_year,ready_status,metro_station,metro_line,metro_distance_min,to_center_km,price_rub,price_per_sqm,deal_type,subsidized_mortgage,mortgage_rate_at_listing
N000114,2023-08-31,NB0119,Alye Parusa Residence,MR Group,comfort,Pervomayskoye,TAO,55.44192,37.09152,72.6,3,2,25,2027,under_construction,Polezhaevskaya,Tagansko-Krasnopresnenskaya,554,48.05,7016000,96600,trade-in,True,15.5
N000115,2025-08-07,NB0073,ZILART Residence,INGRAD,comfort,Donskoy,YuAO,55.71233,37.63501,45.2,1,6,25,2025,completed,Sportivnaya,Sokolnicheskaya,59,4.71,12821000,283600,FZ214,False,19.5
N000116,2022-06-02,NB0223,Mitino O2 Residence,FSK,premium,Veshnyaki,VAO,55.74369,37.80583,42.8,1,1,25,2027,under_construction,Tekstilshchiki,Tagansko-Krasnopresnenskaya,74,11.64,14601000,341100,DDU,True,12.0
N000117,2026-01-30,NB0035,Green Park Residence,FSK,comfort,Golovinsky,SAO,55.83779,37.48871,37.8,1,17,30,2027,under_construction,Rechnoy Vokzal,Zamoskvoretskaya,20,12.46,8979000,237500,DDU,False,19.5
N000118,2024-03-13,NB0158,Alye Parusa Residence,LSR,comfort,Yaroslavsky,SVAO,55.87862,37.67207,44.5,1,15,17,2027,under_construction,Sviblovo,Kaluzhsko-Rizhskaya,38,14.23,9000000,202200,DDU,True,18.5
N000119,2025-09-22,NB0085,Preobrazhenie Residence,PIK,comfort,Marfino,SVAO,55.85279,37.61108,52.3,1,9,35,2026,under_construction,Ploshchad Ilyicha,Kalininskaya,152,11.01,13062000,249800,DDU,False,19.5
N000120,2023-10-15,NB0213,Discovery Park Residence,FSK,premium,Orekhovo-Borisovo Severnoye,YuAO,55.60002,37.71597,71.1,2,29,30,2024,under_construction,Kantemirovskaya,Zamoskvoretskaya,67,18.12,29194000,410600,DDU,True,15.5
N000121,2021-05-19,NB0142,Symbol Residence,Samolet,comfort,Marushkinskoye,NAO,55.60235,37.24029,31.7,0,11,22,2025,under_construction,Kutuzovskaya,Filyovskaya,290,29.21,3553000,112100,installment,True,11.0
N000122,2025-03-20,NB0218,Alye Parusa Residence,PIK,business,Kuntsevo,ZAO,55.7379,37.43894,52.8,2,15,17,2026,under_construction,Dinamo,Zamoskvoretskaya,119,11.52,21987000,416400,DDU,False,23.5
N000123,2025-08-24,NB0223,Mitino O2 Residence,FSK,premium,Veshnyaki,VAO,55.74369,37.80583,70.2,2,23,25,2027,under_construction,Novogireyevo,Kalininskaya,14,11.64,34114000,486000,DDU,False,19.5
N000124,2021-04-01,NB0131,Preobrazhenie Residence,MR Group,economy,Severnoye Tushino,SZAO,55.85859,37.42916,61.8,2,13,30,2026,under_construction,Filyovsky Park,Filyovskaya,150,16.7,10245000,165800,installment,True,11.0
N000125,2022-07-06,NB0051,Odintsovo-1 Residence,FSK,economy,Bogorodskoye,VAO,55.80712,37.69874,58.3,2,2,25,2026,under_construction,Ulitsa 1905 Goda,Tagansko-Krasnopresnenskaya,118,7.67,9111000,156300,FZ214,True,12.0
N000126,2024-02-29,NB0100,Triumph Palace Residence,GK Granel,business,Orekhovo-Borisovo Yuzhnoye,YuAO,55.61289,37.72751,71.0,2,27,30,2027,under_construction,Tekstilshchiki,Tagansko-Krasnopresnenskaya,129,17.05,20190000,284400,DDU,True,18.5
N000127,2025-01-06,NB0082,Scandinavia Residence,DONSTROY,comfort,Novofyodorovskoye,TAO,55.33911,36.93315,40.2,1,19,25,2026,under_construction,Ulitsa Podbelskogo,Sokolnicheskaya,877,63.23,3597000,89500,DDU,False,23.5
N000128,2021-12-27,NB0103,Mitino O2 Residence,GK A101,economy,Meshchansky,CAO,55.75909,37.65415,61.1,2,16,25,2028,under_construction,Teatralnaya,Zamoskvoretskaya,28,2.17,20564000,336600,DDU,True,11.0
N000129,2024-04-04,NB0073,ZILART Residence,INGRAD,comfort,Donskoy,YuAO,55.71233,37.63501,58.6,2,6,25,2025,under_construction,Belorusskaya,Koltsevaya,98,4.71,17749000,302900,installment,True,18.5
N000130,2024-06-06,NB0129,Green Park Residence,FSK,economy,Severnoye Tushino,SZAO,55.85688,37.40915,56.7,2,13,17,2025,under_construction,Rechnoy Vokzal,Zamoskvoretskaya,55,17.49,12749000,224900,DDU,True,18.5
N000131,2025-05-21,NB0132,Symbol Residence,DONSTROY,comfort,Marushkinskoye,NAO,55.57454,37.25671,89.7,3,4,25,2026,under_construction,Okhotny Ryad,Sokolnicheskaya,365,30.32,10801000,120400,DDU,False,23.5
N000132,2021-12-11,NB0229,Severny Residence,Etalon,economy,Novogireyevo,VAO,55.74465,37.8309,61.7,1,18,22,2024,under_construction,Sviblovo,Kaluzhsko-Rizhskaya,197,13.19,10218000,165600,DDU,True,11.0
N000133,2022-08-10,NB0162,Metropolia Residence,FSK,economy,Pervomayskoye,TAO,55.45111,37.03659,63.7,2,19,25,2025,under_construction,Okhotny Ryad,Sokolnicheskaya,598,49.8,4997000,78400,DDU,True,12.0
N000134,2022-08-06,NB0014,Odintsovo-1 Residence,GK A101,comfort,Vnukovo,ZAO,55.64703,37.26882,62.1,2,7,25,2025,under_construction,Lubyanka,Sokolnicheskaya,310,25.05,12722000,204900,FZ214,True,12.0
N000135,2025-05-31,NB0069,Losiny Ostrov Residence,GK Granel,comfort,Zyuzino,YuZAO,55.65107,37.57902,57.9,2,17,30,2026,under_construction,Smolenskaya (AP),Arbatsko-Pokrovskaya,129,11.73,16154000,279000,DDU,False,23.5
N000136,2025-09-20,NB0233,Headliner Residence,GK A101,premium,Cheryomushki,YuZAO,55.66814,37.57402,56.7,2,18,30,2026,under_construction,Ulitsa Akademika Yangelya,Serpukhovsko-Timiryazevskaya,95,9.98,33232000,586100,installment,False,19.5
N000137,2021-05-15,NB0066,ZILART Residence,FSK,comfort,Savyolovsky,SAO,55.78104,37.56738,45.0,1,11,25,2027,under_construction,Ploshchad Revolyutsii,Arbatsko-Pokrovskaya,51,4.5,9982000,221800,DDU,True,11.0
N000138,2025-05-08,NB0060,Mitino O2 Residence,MR Group,economy,Severnoye Izmaylovo,VAO,55.82483,37.8138,85.1,3,5,17,2026,under_construction,Sapyornoye Pole,Bolshaya Koltsevaya,207,14.42,15803000,185700,DDU,False,23.5
N000139,2021-05-21,NB0108,Preobrazhenie Residence,DONSTROY,economy,Moskvorechye-Saburovo,YuAO,55.65559,37.65945,39.1,1,11,22,2028,under_construction,Ugreshskaya,MCC,67,11.2,5973000,152800,DDU,True,11.0
N000140,2024-06-07,NB0060,Mitino O2 Residence,MR Group,economy,Severnoye Izmaylovo,VAO,55.82483,37.8138,49.3,1,17,17,2026,under_construction,Pervomayskaya,Arbatsko-Pokrovskaya,46,14.42,9901000,200800,DDU,True,18.5
N000141,2024-12-31,NB0226,Buninskie Luga Residence,Etalon,comfort,Kievsky,TAO,55.40414,36.74735,40.3,0,7,25,2027,under_construction,Smolenskaya (AP),Arbatsko-Pokrovskaya,781,67.28,3078000,76400,FZ214,False,23.5
N000142,2025-10-09,NB0033,Scandinavia Residence,Samolet,economy,Kurkino,SZAO,55.87677,37.38427,46.7,1,16,17,2026,under_construction,Oktyabrskaya,Koltsevaya,258,20.13,11560000,247500,DDU,False,19.5
N000143,2025-09-22,NB0033,Scandinavia Residence,Samolet,economy,Kurkino,SZAO,55.87677,37.38427,48.7,1,11,17,2026,under_construction,Novoslobodskaya,Koltsevaya,209,20.13,12168000,249800,installment,False,19.5
N000144,2024-12-07,NB0189,Polar Residence,LSR,premium,Pokrovskoye-Streshnevo,SZAO,55.83394,37.48189,67.6,3,16,30,2027,under_construction,Polezhaevskaya,Tagansko-Krasnopresnenskaya,80,12.43,39238000,580400,DDU,False,23.5
N000145,2024-11-15,NB0047,Scandinavia Residence,INGRAD,comfort,Severnoye Medvedkovo,SVAO,55.87809,37.63506,66.7,2,2,25,2026,under_construction,Dinamo,Zamoskvoretskaya,133,13.84,13540000,203000,installment,False,23.5
N000146,2024-07-31,NB0043,Buninskie Luga Residence,Capital Group,comfort,Donskoy,YuAO,55.72202,37.57974,63.7,2,12,30,2027,under_construction,Nagatinskaya,Serpukhovsko-Timiryazevskaya,79,4.38,17799000,279400,DDU,False,18.5
N000147,2022-08-20,NB0111,Sheremetyevsky Residence,GK Granel,comfort,Yuzhnoye Butovo,YuZAO,55.54025,37.53097,75.8,3,9,22,2025,under_construction,Prospekt Vernadskogo,Sokolnicheskaya,183,24.42,15152000,199900,DDU,True,12.0
N000148,2024-06-25,NB0071,Symbol Residence,MR Group,economy,Sokolniki,VAO,55.79367,37.67811,69.7,2,13,30,2027,under_construction,Sokolniki,Sokolnicheskaya,9,5.69,19965000,286400,DDU,True,18.5
N000149,2022-03-27,NB0071,Symbol Residence,MR Group,economy,Sokolniki,VAO,55.79367,37.67811,39.6,1,25,30,2027,under_construction,Sokolniki,Sokolnicheskaya,8,5.69,10608000,267900,FZ214,True,22.5
N000150,2024-04-04,NB0061,Scandinavia Residence,FSK,business,Akademichesky,YuZAO,55.69687,37.59154,34.4,0,10,22,2026,under_construction,Novoslobodskaya,Koltsevaya,112,6.6,16151000,469500,installment,True,18.5
N000151,2022-04-28,NB0014,Odintsovo-1 Residence,GK A101,comfort,Vnukovo,ZAO,55.64703,37.26882,38.4,1,2,25,2025,under_construction,Novye Cheryomushki,Kaluzhsko-Rizhskaya,218,25.05,7930000,206500,DDU,True,12.0
N000152,2024-05-01,NB0240,Green Park Residence,GK Granel,economy,Rostokino,SVAO,55.82905,37.6326,36.1,1,21,30,2026,under_construction,Timiryazevskaya,Serpukhovsko-Timiryazevskaya,51,8.39,6910000,191400,DDU,True,18.5
N000153,2023-08-29,NB0212,Alye Parusa Residence,LSR,business,Molzhaninovsky,SAO,55.96062,37.41982,52.5,1,2,25,2024,under_construction,Sevastopolskaya,Serpukhovsko-Timiryazevskaya,434,26.19,13643000,259900,trade-in,True,15.5
N000154,2023-05-19,NB0046,Sheremetyevsky Residence,PIK,economy,Ryazanovskoye,NAO,55.46018,37.48158,26.2,0,13,22,2026,under_construction,Kropotkinskaya,Sokolnicheskaya,398,33.81,3112000,118800,DDU,True,10.0
N000155,2025-06-13,NB0040,Prokshino Residence,MR Group,business,Sviblovo,SVAO,55.86057,37.64301,60.1,2,8,22,2025,completed,Dostoevskaya,Lyublinsko-Dmitrovskaya,115,11.94,18820000,313100,FZ214,False,23.5
N000156,2024-01-05,NB0095,Prokshino Residence,Capital Group,comfort,Dorogomilovo,ZAO,55.74352,37.55715,49.7,1,10,25,2025,under_construction,Taganskaya,Koltsevaya,79,4.15,22056000,443800,DDU,True,18.5
N000157,2023-11-10,NB0068,Mitino O2 Residence,MR Group,economy,Perovo,VAO,55.74513,37.79699,61.9,2,22,22,2026,under_construction,Preobrazhenskaya Ploshchad,Sokolnicheskaya,91,11.07,10413000,168200,DDU,True,15.5
N000158,2021-05-07,NB0211,Scandinavia Residence,LSR,comfort,Shchapovskoye,TAO,55.36954,37.52509,84.6,3,7,30,2027,under_construction,Nagatinskaya,Serpukhovsko-Timiryazevskaya,427,43.16,6181000,73100,trade-in,True,11.0
N000159,2021-01-26,NB0087,Level Residence,LSR,comfort,Ostankinsky,SVAO,55.80588,37.60901,71.5,2,8,30,2027,under_construction,Tsvetnoy Bulvar,Serpukhovsko-Timiryazevskaya,53,5.83,13863000,193900,installment,True,6.75
N000160,2025-05-02,NB0030,Preobrazhenie Residence,GK A101,economy,Khoroshyovsky,SAO,55.7758,37.52221,49.5,1,6,25,2027,under_construction,Sviblovo,Kaluzhsko-Rizhskaya,144,6.63,13515000,273000,DDU,False,23.5
N000161,2025-12-31,NB0081,Odintsovo-1 Residence,Etalon,business,Meshchansky,CAO,55.79984,37.63057,65.7,2,1,22,2025,completed,Sokolniki,Sokolnicheskaya,42,5.14,36401000,554000,DDU,False,19.5
N000162,2025-05-27,NB0155,ZILART Residence,INGRAD,comfort,Ivanovskoye,VAO,55.77423,37.81425,93.7,4,18,22,2026,under_construction,Tsvetnoy Bulvar,Serpukhovsko-Timiryazevskaya,150,12.31,20487000,218600,DDU,False,23.5
N000163,2023-11-10,NB0186,Silver Park Residence,DONSTROY,business,Yasenevo,YuZAO,55.59887,37.51502,55.0,2,10,17,2028,under_construction,Troparyovo,Sokolnicheskaya,82,18.47,19817000,360300,DDU,True,15.5
N000164,2021-01-06,NB0057,Odintsovo-1 Residence,Etalon,comfort,Mosrentgen,NAO,55.60585,37.50219,63.6,2,12,25,2026,under_construction,Tyoply Stan,Kaluzhsko-Rizhskaya,20,18.06,10006000,157300,FZ214,True,6.75
N000165,2025-08-24,NB0103,Mitino O2 Residence,GK A101,economy,Meshchansky,CAO,55.75909,37.65415,53.7,2,2,25,2028,under_construction,Sukharevskaya,Kaluzhsko-Rizhskaya,23,2.17,22580000,420500,DDU,False,19.5
N000166,2022-09-29,NB0098,Green Park Residence,DONSTROY,economy,Cheryomushki,YuZAO,55.68081,37.53792,46.7,1,21,22,2026,under_construction,Slavyansky Bulvar,Arbatsko-Pokrovskaya,88,9.64,10956000,234600,DDU,True,12.0
N000167,2025-11-26,NB0020,Headliner Residence,FSK,comfort,Zyablikovo,YuAO,55.61787,37.71588,53.9,2,20,30,2026,under_construction,Ulitsa Akademika Yangelya,Serpukhovsko-Timiryazevskaya,91,16.26,10464000,194100,installment,False,19.5
N000168,2024-04-13,NB0142,Symbol Residence,Samolet,comfort,Marushkinskoye,NAO,55.60235,37.24029,41.5,1,20,22,2025,under_construction,Park Pobedy,Arbatsko-Pokrovskaya,275,29.21,5036000,121300,installment,True,18.5
N000169,2024-05-29,NB0049,Preobrazhenie Residence,Capital Group,premium,Donskoy,YuAO,55.70443,37.5969,48.3,1,5,22,2028,under_construction,Borovitskaya,Serpukhovsko-Timiryazevskaya,67,5.7,28430000,588600,DDU,True,18.5
N000170,2023-04-04,NB0124,Scandinavia Residence,FSK,economy,Meshchansky,CAO,55.78988,37.62251,79.0,3,13,22,2026,under_construction,Chekhovskaya,Serpukhovsko-Timiryazevskaya,40,4.0,26234000,332100,DDU,True,10.0
N000171,2021-02-11,NB0088,Headliner Residence,GK Granel,economy,Mitino,SZAO,55.83138,37.35669,70.9,3,6,17,2027,under_construction,Sokol,Zamoskvoretskaya,130,18.62,11504000,162300,DDU,True,6.75
N000172,2023-10-02,NB0082,Scandinavia Residence,DONSTROY,comfort,Novofyodorovskoye,TAO,55.33911,36.93315,42.4,1,19,25,2026,under_construction,Pechatniki,Lyublinsko-Dmitrovskaya,765,63.23,3835000,90500,DDU,True,15.5
N000173,2023-03-04,NB0136,Symbol Residence,Samolet,economy,Orekhovo-Borisovo Yuzhnoye,YuAO,55.61731,37.7357,39.7,1,15,17,2028,under_construction,Pervomayskaya,Arbatsko-Pokrovskaya,245,16.81,5820000,146600,DDU,True,10.0
N000174,2021-05-09,NB0169,Metropolia Residence,GK A101,comfort,Losinoostrovsky,SVAO,55.88507,37.71044,50.5,2,24,25,2026,under_construction,Nagatinskaya,Serpukhovsko-Timiryazevskaya,278,15.62,8269000,163800,DDU,True,11.0
N000175,2023-10-02,NB0114,Discovery Park Residence,Samolet,comfort,Zamoskvorechye,CAO,55.74139,37.64018,82.0,3,2,22,2026,under_construction,Proletarskaya,Tagansko-Krasnopresnenskaya,23,1.85,40889000,498600,trade-in,True,15.5
N000176,2021-08-27,NB0174,Losiny Ostrov Residence,MR Group,comfort,Yakimanka,CAO,55.75289,37.58786,53.4,1,10,25,2025,under_construction,Dostoevskaya,Lyublinsko-Dmitrovskaya,43,2.06,26638000,498800,DDU,True,11.0
N000177,2022-02-20,NB0052,Green Park Residence,MR Group,economy,Altufyevsky,SVAO,55.87836,37.57076,61.8,2,14,22,2024,under_construction,Partizanskaya,Arbatsko-Pokrovskaya,183,14.19,9808000,158700,DDU,True,22.5
N000178,2023-12-22,NB0199,Sheremetyevsky Residence,Etalon,economy,Kievsky,TAO,55.4078,36.75491,39.3,1,15,22,2027,under_construction,Sapyornoye Pole,Bolshaya Koltsevaya,786,66.65,2865000,72900,trade-in,True,15.5
N000179,2021-08-01,NB0151,Severny Residence,INGRAD,economy,Sokol,SAO,55.80127,37.49556,64.1,2,11,22,2025,under_construction,Sokol,Zamoskvoretskaya,16,9.44,17208000,268500,FZ214,True,11.0
N000180,2021-09-02,NB0173,Triumph Palace Residence,Samolet,economy,Nagatinsky Zaton,YuAO,55.67124,37.70074,88.9,4,8,30,2025,under_construction,Sukharevskaya,Kaluzhsko-Rizhskaya,143,10.47,15725000,176900,DDU,True,11.0
N000181,2023-02-07,NB0018,Discovery Park Residence,GK Granel,business,Preobrazhenskoye,VAO,55.78871,37.70384,66.8,2,7,17,2024,under_construction,Preobrazhenskaya Ploshchad,Sokolnicheskaya,17,6.48,25833000,386700,trade-in,True,10.0
N000182,2022-05-01,NB0152,Losiny Ostrov Residence,DONSTROY,comfort,Yaroslavsky,SVAO,55.86212,37.70173,58.4,2,8,22,2024,under_construction,Smolenskaya (F),Filyovskaya,185,13.05,9764000,167200,installment,True,12.0
N000183,2026-03-29,NB0126,Sheremetyevsky Residence,FSK,comfort,Levoberezhny,SAO,55.85463,37.47185,52.5,1,10,22,2027,under_construction,Sportivnaya,Sokolnicheskaya,188,14.56,12539000,238800,DDU,False,19.5
N000184,2025-03-31,NB0196,Green Park Residence,INGRAD,economy,Krasnopakhorskoye,TAO,55.44777,37.30627,56.8,2,19,30,2024,completed,Timiryazevskaya,Serpukhovsko-Timiryazevskaya,538,39.36,4685000,82500,trade-in,False,23.5
N000185,2024-12-03,NB0148,Headliner Residence,FSK,premium,Yuzhnoye Tushino,SZAO,55.82815,37.44491,28.2,1,5,22,2025,under_construction,Rechnoy Vokzal,Zamoskvoretskaya,44,13.75,13048000,462700,installment,False,23.5
N000186,2021-09-12,NB0246,Odintsovo-1 Residence,Etalon,business,Filimonkovskoye,NAO,55.55806,37.38299,44.6,2,26,35,2025,under_construction,Fili,Filyovskaya,272,26.4,8031000,180100,DDU,True,11.0
N000187,2025-01-19,NB0050,Metropolia Residence,MR Group,comfort,Rogovskoye,TAO,55.28408,37.00679,71.6,2,1,22,2025,completed,Ulitsa Akademika Yangelya,Serpukhovsko-Timiryazevskaya,623,64.99,5839000,81600,DDU,False,23.5
N000188,2021-07-09,NB0024,Silver Park Residence,Etalon,premium,Mikhaylovo-Yartsevskoye,TAO,55.40297,37.21435,40.8,1,16,22,2024,under_construction,Shabolovskaya,Kaluzhsko-Rizhskaya,518,46.64,6353000,155700,DDU,True,11.0
N000189,2023-03-15,NB0219,Mitino O2 Residence,Samolet,economy,Brateyevo,YuAO,55.65408,37.75022,43.7,1,21,22,2026,under_construction,Novogireyevo,Kalininskaya,145,13.75,6445000,147500,DDU,True,10.0
N000190,2021-05-07,NB0056,Losiny Ostrov Residence,GK A101,comfort,Nagatino-Sadovniki,YuAO,55.68389,37.68348,34.4,1,30,30,2025,under_construction,Ugreshskaya,MCC,30,8.72,6745000,196100,FZ214,True,11.0
N000191,2021-04-02,NB0027,Headliner Residence,GK A101,comfort,Khoroshyovsky,SAO,55.78734,37.57052,42.7,0,19,30,2026,under_construction,Kutuzovskaya,Filyovskaya,76,4.87,9414000,220500,trade-in,True,11.0
N000192,2025-07-28,NB0194,Headliner Residence,PIK,comfort,Shcherbinka,NAO,55.49888,37.55046,53.9,2,30,30,2024,completed,Sapyornoye Pole,Bolshaya Koltsevaya,389,28.7,8211000,152300,FZ214,False,19.5
N000193,2026-03-22,NB0110,Prokshino Residence,LSR,comfort,Zyuzino,YuZAO,55.66187,37.59123,64.3,2,6,22,2025,completed,Universitet,Sokolnicheskaya,64,10.4,20406000,317400,FZ214,False,19.5
N000194,2025-05-16,NB0190,Triumph Palace Residence,FSK,economy,Koptevo,SAO,55.84371,37.51231,51.6,2,8,25,2027,under_construction,Kitay-Gorod,Kaluzhsko-Rizhskaya,151,12.07,9658000,187200,DDU,False,23.5
N000195,2021-10-27,NB0087,Level Residence,LSR,comfort,Ostankinsky,SVAO,55.80588,37.60901,53.0,2,4,30,2027,under_construction,Vystavochnaya,Filyovskaya,91,5.83,12354000,233100,DDU,True,11.0
N000196,2024-12-12,NB0053,Scandinavia Residence,INGRAD,comfort,Orekhovo-Borisovo Severnoye,YuAO,55.6359,37.69343,43.4,0,21,25,2027,under_construction,Taganskaya,Koltsevaya,152,13.89,7880000,181600,installment,False,23.5
N000197,2022-12-23,NB0138,Discovery Park Residence,GK Granel,business,Khoroshyovo-Mnyovniki,SZAO,55.77487,37.4692,51.9,2,19,22,2026,under_construction,Aleksandrovsky Sad,Filyovskaya,110,9.77,19990000,385200,DDU,True,10.0
N000198,2025-11-03,NB0068,Mitino O2 Residence,MR Group,economy,Perovo,VAO,55.74513,37.79699,26.5,0,1,22,2026,under_construction,Perovo,Kalininskaya,14,11.07,5239000,197700,installment,False,19.5
N000199,2022-01-28,NB0236,ZILART Residence,PIK,comfort,Mikhaylovo-Yartsevskoye,TAO,55.40128,37.21505,44.1,1,3,22,2027,under_construction,Shabolovskaya,Kaluzhsko-Rizhskaya,521,46.77,3311000,75100,trade-in,True,22.5
N000200,2025-11-13,NB0033,Scandinavia Residence,Samolet,economy,Kurkino,SZAO,55.87677,37.38427,70.0,2,13,17,2026,under_construction,Pyatnitskoye Shosse,Arbatsko-Pokrovskaya,38,20.13,15987000,228400,DDU,False,19.5
N000201,2021-05-30,NB0227,Green Park Residence,LSR,comfort,Yakimanka,CAO,55.7381,37.5844,29.4,0,15,30,2026,under_construction,Dostoevskaya,Lyublinsko-Dmitrovskaya,63,2.88,13565000,461400,DDU,True,11.0
N000202,2023-12-17,NB0108,Preobrazhenie Residence,DONSTROY,economy,Moskvorechye-Saburovo,YuAO,55.65559,37.65945,53.0,2,3,22,2028,under_construction,Ploshchad Revolyutsii,Arbatsko-Pokrovskaya,141,11.2,9930000,187400,installment,True,15.5
N000203,2024-02-06,NB0090,Odintsovo-1 Residence,INGRAD,business,Pokrovskoye-Streshnevo,SZAO,55.82281,37.43596,61.6,2,6,22,2027,under_construction,Teatralnaya,Zamoskvoretskaya,162,13.87,24768000,402100,DDU,True,18.5
N000204,2025-06-29,NB0008,ZILART Residence,MR Group,comfort,Yakimanka,CAO,55.74279,37.61107,51.2,2,17,17,2024,completed,Tretyakovskaya,Kalininskaya,17,1.38,28879000,564000,DDU,False,23.5
N000205,2024-12-03,NB0200,ZILART Residence,DONSTROY,comfort,Arbat,CAO,55.75011,37.59052,51.4,1,21,30,2026,under_construction,Arbatskaya (F),Filyovskaya,14,1.94,37259000,724900,trade-in,False,23.5
N000206,2022-05-28,NB0105,Headliner Residence,Capital Group,economy,Vostochny,VAO,55.80936,37.87452,75.0,3,11,22,2027,under_construction,Universitet,Sokolnicheskaya,305,17.02,9395000,125300,trade-in,True,12.0
N000207,2023-04-02,NB0162,Metropolia Residence,FSK,economy,Pervomayskoye,TAO,55.45111,37.03659,53.0,2,15,25,2025,under_construction,Novokuznetskaya,Zamoskvoretskaya,597,49.8,4298000,81100,DDU,True,10.0
N000208,2025-05-31,NB0059,Scandinavia Residence,GK A101,economy,Molzhaninovsky,SAO,55.94317,37.41012,58.7,2,21,25,2027,under_construction,Teatralnaya,Zamoskvoretskaya,297,24.82,8213000,139900,DDU,False,23.5
N000209,2022-10-18,NB0186,Silver Park Residence,DONSTROY,business,Yasenevo,YuZAO,55.59887,37.51502,55.0,2,2,17,2028,under_construction,Yuzhnaya,Serpukhovsko-Timiryazevskaya,72,18.47,20588000,374300,installment,True,10.0
N000210,2024-04-10,NB0115,Level Residence,DONSTROY,comfort,Severnoye Izmaylovo,VAO,55.8119,37.79922,75.6,3,29,30,2024,completed,Tretyakovskaya,Kalininskaya,162,12.89,17582000,232600,FZ214,True,18.5
N000211,2022-10-01,NB0098,Green Park Residence,DONSTROY,economy,Cheryomushki,YuZAO,55.68081,37.53792,59.4,2,2,22,2026,under_construction,Sevastopolskaya,Serpukhovsko-Timiryazevskaya,59,9.64,13121000,220900,FZ214,True,10.0
N000212,2023-06-10,NB0082,Scandinavia Residence,DONSTROY,comfort,Novofyodorovskoye,TAO,55.33911,36.93315,22.0,0,7,25,2026,under_construction,Aleksandrovsky Sad,Filyovskaya,751,63.23,1871000,85000,DDU,True,10.0
N000213,2023-11-29,NB0153,Preobrazhenie Residence,INGRAD,comfort,Zelenograd,ZelAO,55.99215,37.22084,86.4,3,18,35,2025,under_construction,Molodyozhnaya,Arbatsko-Pokrovskaya,367,36.39,13257000,153400,trade-in,True,15.5
N000214,2022-03-10,NB0003,Alye Parusa Residence,INGRAD,economy,Mosrentgen,NAO,55.62461,37.49874,69.9,3,12,17,2025,under_construction,Novoslobodskaya,Koltsevaya,220,16.29,9494000,135800,DDU,True,22.5
N000215,2025-08-02,NB0091,Triumph Palace Residence,MR Group,comfort,Sokolinaya Gora,VAO,55.77799,37.71816,44.2,1,13,17,2027,under_construction,Semyonovskaya,Arbatsko-Pokrovskaya,12,6.65,13180000,298200,installment,False,19.5
N000216,2022-09-23,NB0215,Level Residence,PIK,comfort,Pervomayskoye,TAO,55.4768,37.08127,61.5,2,13,35,2026,under_construction,Rizhskaya,Kaluzhsko-Rizhskaya,593,45.8,5074000,82500,trade-in,True,12.0
