id,date_posted,district,okrug,lat,lon,total_area,rooms,floor,total_floors,building_year,building_type,renovation,furnished,pets_allowed,deposit_months,metro_station,metro_line,metro_distance_min,to_center_km,monthly_rent_rub,rent_per_sqm
R000144,2021-08-15,Kurkino,SZAO,55.90024,37.41554,78.3,3,4,9,2001,modern_panel,cosmetic,False,False,1,Dinamo,Zamoskvoretskaya,182,20.72,69200,883
R000145,2021-01-15,Konkovo,YuZAO,55.63481,37.52655,72.7,3,8,9,2016,monolith,euro,True,False,1,Sevastopolskaya,Serpukhovsko-Timiryazevskaya,67,14.5,68700,945
R000146,2024-09-30,Chertanovo Yuzhnoye,YuAO,55.59247,37.59609,35.9,1,5,9,2000,modern_panel,euro,True,False,2,Ulitsa Akademika Yangelya,Serpukhovsko-Timiryazevskaya,3,18.02,43600,1216
R000147,2021-02-04,Sokolinaya Gora,VAO,55.79028,37.77783,68.0,2,9,9,1994,panel,euro,True,False,1,Pervomayskaya,Arbatsko-Pokrovskaya,51,10.62,41100,604
R000148,2023-03-27,Biryulyovo Vostochnoye,YuAO,55.57629,37.64423,54.9,2,5,9,1981,panel,euro,True,False,1,Slavyansky Bulvar,Arbatsko-Pokrovskaya,250,19.8,38000,691
R000149,2021-12-25,Kotlovka,YuZAO,55.67427,37.58618,58.8,2,6,17,1993,panel,cosmetic,True,False,1,Nagornaya,Serpukhovsko-Timiryazevskaya,12,9.12,62800,1068
R000150,2023-03-22,Novo-Peredelkino,ZAO,55.65539,37.34604,57.5,2,7,17,1980,panel,no_renovation,True,True,1,Studencheskaya,Filyovskaya,179,20.4,34500,600
R000151,2022-07-06,Chertanovo Severnoye,YuAO,55.63167,37.60042,68.4,3,3,9,2007,monolith,no_renovation,False,False,1,Sevastopolskaya,Serpukhovsko-Timiryazevskaya,11,13.65,61200,895
R000152,2023-02-09,Prospekt Vernadskogo,ZAO,55.66463,37.51082,52.8,2,1,9,1971,khrushchev,cosmetic,False,True,1,Turgenevskaya,Kaluzhsko-Rizhskaya,166,12.08,46400,879
R000153,2024-12-17,Lomonosovsky,YuZAO,55.68932,37.56227,61.6,3,15,22,1954,brick,cosmetic,True,False,0,Profsoyuznaya,Kaluzhsko-Rizhskaya,23,8.06,105200,1707
R000154,2022-08-06,Dmitrovsky,SAO,55.88665,37.54416,67.9,3,1,17,1965,panel,cosmetic,True,False,2,Prospekt Mira,Koltsevaya,153,15.52,43300,638
R000155,2024-07-23,Veshnyaki,VAO,55.7368,37.8114,28.8,1,5,22,1963,khrushchev,cosmetic,True,False,1,Pyatnitskoye Shosse,Arbatsko-Pokrovskaya,385,12.08,18300,637
R000156,2024-06-11,Sokol,SAO,55.82401,37.49821,62.7,2,1,9,2012,modern_panel,cosmetic,False,False,1,Shchukinskaya,Tagansko-Krasnopresnenskaya,34,10.93,70200,1119
R000157,2021-04-02,Severnoye Tushino,SZAO,55.86435,37.42747,45.7,1,4,9,1963,brick,cosmetic,True,False,1,Chkalovskaya,Lyublinsko-Dmitrovskaya,212,17.23,37900,829
R000158,2021-01-28,Rostokino,SVAO,55.82164,37.6539,65.5,2,4,12,1990,panel,euro,True,False,1,Sviblovo,Kaluzhsko-Rizhskaya,22,7.81,47300,722
R000159,2024-10-05,Sokolniki,VAO,55.7707,37.64629,55.5,2,3,9,2013,modern_panel,euro,False,False,1,Sokolniki,Sokolnicheskaya,7,2.46,75300,1357
R000160,2021-06-04,Zyablikovo,YuAO,55.62442,37.7579,52.1,2,12,17,1992,panel,cosmetic,False,False,1,Rizhskaya,Kaluzhsko-Rizhskaya,248,16.77,21900,421
R000161,2021-01-05,Pervomayskoye,TAO,55.4681,37.10194,53.6,2,9,12,2005,brick,cosmetic,True,False,0,Kozhukhovskaya,Lyublinsko-Dmitrovskaya,567,45.52,13400,250
R000162,2022-09-23,Yaroslavsky,SVAO,55.86867,37.70743,47.1,1,1,5,2017,modern_panel,cosmetic,True,True,1,Sretensky Bulvar,Lyublinsko-Dmitrovskaya,156,13.86,29100,618
R000163,2026-03-29,Marfino,SVAO,55.84224,37.57488,59.1,2,11,17,1954,brick,euro,True,False,1,Timiryazevskaya,Serpukhovsko-Timiryazevskaya,33,10.23,53800,910
R000164,2022-08-09,Losinoostrovsky,SVAO,55.87744,37.71544,62.2,2,12,12,2020,modern_panel,euro,True,False,1,Preobrazhenskaya Ploshchad,Sokolnicheskaya,107,14.96,50900,819
R000165,2021-01-20,Shchukino,SZAO,55.80637,37.48539,50.2,1,12,17,1971,panel,no_renovation,True,False,1,Shchukinskaya,Tagansko-Krasnopresnenskaya,6,10.28,52700,1050
R000166,2021-11-06,Arbat,CAO,55.73395,37.53284,60.4,2,1,9,2004,monolith,no_renovation,True,False,1,Arbatskaya (F),Filyovskaya,9,5.94,146200,2421
R000167,2024-09-02,Severny,SVAO,55.92208,37.56826,68.2,3,10,22,1987,brick,euro,True,True,0,Novogireyevo,Kalininskaya,303,18.99,53500,784
R000168,2025-02-04,Khoroshyovo-Mnyovniki,SZAO,55.76798,37.43985,70.8,3,9,9,2005,monolith,euro,True,False,1,Sokol,Zamoskvoretskaya,51,11.43,89000,1257
R000169,2024-02-29,Preobrazhenskoye,VAO,55.80038,37.70004,58.1,2,2,5,1993,panel,designer,True,False,2,Preobrazhenskaya Ploshchad,Sokolnicheskaya,0,7.16,97800,1683
R000170,2022-09-30,Begovoy,SAO,55.76575,37.56187,52.2,1,2,5,2008,brick,euro,False,False,1,Mayakovskaya,Zamoskvoretskaya,40,3.91,60700,1163
R000171,2023-06-30,Gagarinsky,YuZAO,55.69869,37.59791,56.1,2,5,9,1972,khrushchev,cosmetic,True,False,0,Delovoy Tsentr,MCC,70,6.3,58100,1036
R000172,2023-05-19,Molzhaninovsky,SAO,55.98415,37.40977,52.5,1,7,12,2011,modern_panel,designer,False,False,1,Komsomolskaya,Koltsevaya,302,28.79,34800,663
R000173,2022-09-24,Golovinsky,SAO,55.84262,37.47004,45.6,1,12,12,1974,panel,euro,False,True,1,Mayakovskaya,Zamoskvoretskaya,127,13.64,32500,712
R000174,2025-01-01,Koptevo,SAO,55.84978,37.52783,68.0,2,3,9,2017,monolith,no_renovation,True,False,1,VDNKh,Kaluzhsko-Rizhskaya,95,12.14,55900,823
R000175,2022-08-21,Mozhaysky,ZAO,55.73659,37.42233,59.8,2,3,17,1972,panel,cosmetic,True,False,1,Oktyabrskaya,Koltsevaya,147,12.57,51500,861
R000176,2024-05-03,Sokolniki,VAO,55.79256,37.63785,78.8,3,4,9,1972,khrushchev,euro,True,False,1,Elektrozavodskaya,Arbatsko-Pokrovskaya,26,4.43,68700,872
R000177,2026-03-10,Beskudnikovsky,SAO,55.87721,37.58991,41.9,1,20,22,1994,brick,euro,True,True,1,Novoslobodskaya,Koltsevaya,127,13.85,40700,971
R000178,2023-06-27,Bogorodskoye,VAO,55.81137,37.7283,50.1,2,3,5,2022,modern_panel,cosmetic,True,False,2,Perovo,Kalininskaya,103,9.27,39800,795
R000179,2025-01-13,Severnoye Tushino,SZAO,55.83681,37.41499,47.0,1,22,22,2009,monolith,cosmetic,True,False,1,Rechnoy Vokzal,Zamoskvoretskaya,33,15.83,42100,896
R000180,2021-09-15,Marushkinskoye,NAO,55.57513,37.24522,54.8,2,6,9,1965,panel,designer,False,True,1,Polyanka,Serpukhovsko-Timiryazevskaya,357,30.82,27500,501
R000181,2021-06-02,Perovo,VAO,55.76864,37.80599,57.6,2,13,17,1999,brick,cosmetic,True,False,1,Perovo,Kalininskaya,5,11.7,49800,865
R000182,2021-07-27,Rostokino,SVAO,55.84665,37.67852,52.2,2,1,9,2007,monolith,euro,True,True,1,Fili,Filyovskaya,169,10.93,39500,757
R000183,2021-10-26,Dmitrovsky,SAO,55.87917,37.54868,71.4,3,5,5,1959,brick,euro,True,False,1,Kutuzovskaya,Filyovskaya,187,14.64,44900,628
R000184,2022-07-27,Moskvorechye-Saburovo,YuAO,55.65414,37.64687,55.0,2,3,17,2016,monolith,euro,True,False,0,Dostoevskaya,Lyublinsko-Dmitrovskaya,183,11.21,51800,943
R000185,2021-02-10,Marushkinskoye,NAO,55.57232,37.21018,58.0,1,13,22,1983,panel,euro,True,False,2,Kakhovskaya,Bolshaya Koltsevaya,284,32.73,21300,367
R000186,2025-03-30,Lianozovo,SVAO,55.90038,37.57373,78.0,4,5,12,1964,khrushchev,euro,True,False,1,Aleksandrovsky Sad,Filyovskaya,201,16.55,52300,670
R000187,2022-11-21,Moskovsky,NAO,55.58878,37.39156,42.7,1,5,5,1976,panel,cosmetic,True,False,2,Frunzenskaya,Sokolnicheskaya,241,23.32,20500,481
R000188,2024-04-04,Mikhaylovo-Yartsevskoye,TAO,55.40452,37.21877,65.1,3,10,12,1971,brick,euro,False,False,1,Proletarskaya,Tagansko-Krasnopresnenskaya,553,46.34,23900,367
R000189,2021-11-25,Marfino,SVAO,55.83106,37.58148,55.5,2,11,22,2024,monolith,cosmetic,False,False,1,Smolenskaya (AP),Arbatsko-Pokrovskaya,131,8.93,43000,775
R000190,2023-12-30,Kokoshkino,NAO,55.62745,37.22874,35.7,1,2,5,1936,stalin,euro,True,True,2,Okhotny Ryad,Sokolnicheskaya,343,28.31,23700,663
R000191,2021-09-23,Marushkinskoye,NAO,55.58229,37.20372,50.2,1,13,17,2000,brick,euro,True,True,1,Pushkinskaya,Tagansko-Krasnopresnenskaya,374,32.38,26500,528
R000192,2021-03-06,Koptevo,SAO,55.83875,37.52306,40.9,1,5,17,1991,panel,euro,True,True,1,Kitay-Gorod,Kaluzhsko-Rizhskaya,148,11.24,30600,747
R000193,2025-05-30,Shchapovskoye,TAO,55.36937,37.51859,39.7,1,3,5,1988,panel,cosmetic,True,True,1,Yasenevo,Kaluzhsko-Rizhskaya,311,43.24,11000,276
R000194,2025-12-24,Solntsevo,ZAO,55.62399,37.35612,57.8,2,7,9,1991,panel,euro,True,True,1,Profsoyuznaya,Kaluzhsko-Rizhskaya,136,22.0,51400,889
R000195,2026-02-26,Butyrsky,SVAO,55.83488,37.58335,87.0,4,2,12,1970,brick,cosmetic,True,False,1,Mendeleevskaya,Serpukhovsko-Timiryazevskaya,48,9.3,83900,965
R000196,2023-08-19,Tsaritsyno,YuAO,55.63782,37.69,42.2,1,1,17,2015,modern_panel,cosmetic,True,False,1,Bagrationovskaya,Filyovskaya,209,13.62,31500,748
R000197,2025-05-04,Moskvorechye-Saburovo,YuAO,55.64939,37.67704,37.9,1,4,5,2007,brick,euro,False,False,2,Nagornaya,Serpukhovsko-Timiryazevskaya,59,12.14,31300,826
R000198,2024-08-30,Nagorny,YuAO,55.68795,37.59163,63.3,3,6,22,1972,panel,euro,True,False,1,Kurskaya,Koltsevaya,124,7.56,58000,917
R000199,2024-01-25,Voronovskoye,TAO,55.29172,37.18324,58.7,2,5,5,1964,khrushchev,euro,True,False,0,Pervomayskaya,Arbatsko-Pokrovskaya,798,58.31,16200,276
R000200,2021-09-29,Alekseevsky,SVAO,55.80784,37.63752,57.3,2,17,17,2014,monolith,designer,False,False,1,Rizhskaya,Kaluzhsko-Rizhskaya,24,6.09,63000,1099
R000201,2025-06-12,Severny,SVAO,55.94014,37.57756,44.0,1,2,9,2005,modern_panel,cosmetic,True,True,2,Trubnaya,Lyublinsko-Dmitrovskaya,223,20.88,27100,616
R000202,2022-03-01,Novo-Peredelkino,ZAO,55.67623,37.33679,35.8,1,4,9,2018,modern_panel,designer,False,False,2,Prospekt Vernadskogo,Sokolnicheskaya,123,19.78,29200,817
R000203,2025-11-22,Pokrovskoye-Streshnevo,SZAO,55.8071,37.4467,44.8,1,2,5,1966,khrushchev,no_renovation,True,False,1,Shchukinskaya,Tagansko-Krasnopresnenskaya,23,12.39,41600,928
R000204,2022-10-13,Tverskoy,CAO,55.77971,37.61426,32.6,1,3,9,1972,panel,euro,True,True,2,Trubnaya,Lyublinsko-Dmitrovskaya,11,2.9,77800,2386
R000205,2025-11-11,Novokosino,VAO,55.73685,37.87654,78.3,3,11,17,1984,panel,no_renovation,True,False,1,Smolenskaya (F),Filyovskaya,213,16.12,46100,588
R000206,2022-04-12,Severnoye Butovo,YuZAO,55.585,37.60411,50.3,1,2,5,1973,panel,euro,True,False,1,Partizanskaya,Arbatsko-Pokrovskaya,308,18.81,36700,729
R000207,2023-11-27,Maryina Roshcha,SVAO,55.81878,37.56471,41.7,1,2,5,1959,khrushchev,no_renovation,True,True,1,Sapyornoye Pole,Bolshaya Koltsevaya,50,8.02,30400,728
R000208,2022-03-15,Krasnoselsky,CAO,55.77669,37.6203,44.2,1,5,17,2002,brick,cosmetic,True,False,1,Turgenevskaya,Kaluzhsko-Rizhskaya,24,2.53,69900,1581
R000209,2022-04-29,Otradnoye,SVAO,55.86314,37.64498,40.7,1,11,17,1967,panel,designer,True,True,1,Novokuznetskaya,Zamoskvoretskaya,168,12.24,34300,842
R000210,2022-07-25,Shchapovskoye,TAO,55.35447,37.51506,50.6,1,4,9,2007,modern_panel,cosmetic,True,False,1,Fili,Filyovskaya,495,44.91,14800,292
R000211,2024-06-01,Veshnyaki,VAO,55.73135,37.79971,54.0,1,6,9,1935,stalin,euro,True,False,0,Pervomayskaya,Arbatsko-Pokrovskaya,88,11.48,56300,1043
R000212,2024-04-14,Yuzhnoye Medvedkovo,SVAO,55.88527,37.66141,60.7,2,9,22,2018,modern_panel,cosmetic,False,False,1,Tverskaya,Zamoskvoretskaya,157,14.83,49200,811
R000213,2025-01-15,Severnoye Medvedkovo,SVAO,55.9074,37.63234,78.2,4,3,5,2017,modern_panel,cosmetic,False,False,1,Smolenskaya (F),Filyovskaya,193,17.08,61200,782
R000214,2023-06-05,Severny,SVAO,55.90999,37.60883,34.8,1,7,9,1959,khrushchev,cosmetic,True,False,1,Sapyornoye Pole,Bolshaya Koltsevaya,191,17.37,17400,501
R000215,2024-03-31,Aeroport,SAO,55.80512,37.51599,43.8,1,5,5,1958,khrushchev,euro,True,True,1,Dinamo,Zamoskvoretskaya,31,8.68,38200,873
R000216,2024-11-11,Sokol,SAO,55.79064,37.49282,34.6,1,9,9,2000,monolith,euro,True,True,1,Taganskaya,Koltsevaya,140,8.99,45400,1313
R000217,2025-03-16,Altufyevsky,SVAO,55.88714,37.58873,66.3,3,3,5,2009,modern_panel,cosmetic,False,True,1,Belorusskaya,Koltsevaya,147,14.95,50900,767
R000218,2024-02-09,Ochakovo-Matveyevskoye,ZAO,55.67666,37.46175,50.9,1,10,17,1956,stalin,designer,True,False,0,Sevastopolskaya,Serpukhovsko-Timiryazevskaya,117,13.15,78300,1539
R000219,2026-04-21,Chertanovo Severnoye,YuAO,55.65839,37.62646,49.5,2,3,9,2020,monolith,designer,False,False,1,Kakhovskaya,Bolshaya Koltsevaya,16,10.63,56400,1140
R000220,2024-08-28,Mozhaysky,ZAO,55.71022,37.45302,36.2,1,5,22,1995,panel,cosmetic,False,True,1,Profsoyuznaya,Kaluzhsko-Rizhskaya,125,11.57,31200,861
R000221,2025-02-17,Lomonosovsky,YuZAO,55.71459,37.56364,59.5,2,3,5,2024,monolith,euro,True,True,1,Profsoyuznaya,Kaluzhsko-Rizhskaya,25,5.65,110700,1860
R000222,2025-12-01,Zelenograd,ZelAO,56.00975,37.19576,46.5,1,11,12,1975,brick,euro,True,True,1,Sukharevskaya,Kaluzhsko-Rizhskaya,437,38.89,32800,706
R000223,2023-05-19,Nagatino-Sadovniki,YuAO,55.68777,37.67993,42.3,1,7,22,2019,monolith,cosmetic,True,True,1,Nagornaya,Serpukhovsko-Timiryazevskaya,43,8.23,31500,744
R000224,2026-03-11,Sokolniki,VAO,55.79091,37.70455,48.5,2,2,9,1978,panel,euro,True,False,1,Sokolniki,Sokolnicheskaya,8,6.66,72200,1488
R000225,2024-06-18,Severnoye Tushino,SZAO,55.86375,37.41067,61.8,3,8,12,2010,brick,cosmetic,True,True,1,Rechnoy Vokzal,Zamoskvoretskaya,31,17.93,61200,990
R000226,2024-08-14,Sokolniki,VAO,55.7923,37.68846,37.9,1,5,5,2014,monolith,cosmetic,False,False,1,VDNKh,Kaluzhsko-Rizhskaya,54,6.01,34200,903
R000227,2024-01-05,Vnukovskoye,NAO,55.64382,37.3179,68.2,3,8,17,1961,khrushchev,cosmetic,False,False,2,Yugo-Zapadnaya,Sokolnicheskaya,126,22.58,36400,533
R000228,2025-08-14,Shchapovskoye,TAO,55.36514,37.55204,69.7,3,1,12,1965,khrushchev,cosmetic,True,False,1,Dostoevskaya,Lyublinsko-Dmitrovskaya,543,43.44,17400,250
R000229,2026-03-31,Losinoostrovsky,SVAO,55.86544,37.6925,47.4,2,3,12,1969,khrushchev,cosmetic,True,False,1,Pionerskaya,Filyovskaya,246,13.19,32500,685
R000230,2024-10-18,Golyanovo,VAO,55.81793,37.79456,42.6,1,1,5,1977,panel,cosmetic,False,False,1,Shchyolkovskaya,Arbatsko-Pokrovskaya,13,12.99,31300,735
R000231,2023-06-23,Klyonovskoye,TAO,55.27876,37.46909,73.8,3,4,9,1967,panel,euro,False,False,1,Novye Cheryomushki,Kaluzhsko-Rizhskaya,548,53.69,19600,266
R000232,2024-07-27,Nagatinsky Zaton,YuAO,55.68019,37.68188,84.0,3,2,9,1995,panel,no_renovation,False,True,1,Pechatniki,Lyublinsko-Dmitrovskaya,26,9.04,57600,686
R000233,2021-03-05,Khoroshyovo-Mnyovniki,SZAO,55.79004,37.47541,70.9,3,4,5,2015,monolith,cosmetic,False,False,1,Frunzenskaya,Sokolnicheskaya,103,9.94,67800,956
R000234,2025-03-24,Yuzhnoye Medvedkovo,SVAO,55.86997,37.64391,55.2,2,9,9,1964,khrushchev,no_renovation,False,False,1,Sviblovo,Kaluzhsko-Rizhskaya,35,12.99,29600,536
R000235,2023-12-25,Mikhaylovo-Yartsevskoye,TAO,55.40798,37.2138,42.1,1,4,5,2024,modern_panel,cosmetic,False,False,1,Sretensky Bulvar,Lyublinsko-Dmitrovskaya,576,46.19,12700,302
R000236,2022-01-14,Troparyovo-Nikulino,ZAO,55.65822,37.46489,54.0,1,16,17,2002,monolith,euro,True,True,1,Tulskaya,Serpukhovsko-Timiryazevskaya,133,14.44,68500,1269
R000237,2025-06-25,Rogovskoye,TAO,55.26514,37.03574,48.3,1,5,22,2005,modern_panel,euro,True,False,1,Profsoyuznaya,Kaluzhsko-Rizhskaya,681,65.66,16200,336
R000238,2022-03-03,Molzhaninovsky,SAO,55.95409,37.41812,46.3,1,4,5,1959,khrushchev,no_renovation,False,False,2,Kurskaya,Koltsevaya,324,25.6,20000,431
R000239,2022-04-16,Marfino,SVAO,55.88219,37.60224,85.4,4,4,17,1962,khrushchev,euro,True,False,1,Molodyozhnaya,Arbatsko-Pokrovskaya,188,14.31,60800,711
R000240,2024-11-26,Meshchansky,CAO,55.76885,37.64295,46.6,1,10,17,2023,monolith,no_renovation,True,False,1,Turgenevskaya,Kaluzhsko-Rizhskaya,17,2.16,84400,1812
R000241,2024-10-20,Strogino,SZAO,55.81077,37.37796,78.0,3,6,9,1993,panel,euro,True,False,2,Strogino,Arbatsko-Pokrovskaya,3,16.45,149400,1916
R000242,2022-08-02,Perovo,VAO,55.74833,37.77306,50.5,1,2,17,2004,brick,euro,True,False,1,Perovo,Kalininskaya,5,9.55,72100,1428
R000243,2023-02-01,Ivanovskoye,VAO,55.74906,37.82413,64.6,2,4,5,2020,monolith,cosmetic,False,False,1,Novogireyevo,Kalininskaya,26,12.74,50000,773
R000244,2025-06-20,Voronovskoye,TAO,55.28854,37.21923,50.1,2,2,9,2013,modern_panel,euro,True,False,1,Rimskaya,Lyublinsko-Dmitrovskaya,703,57.59,17700,353
R000245,2024-03-09,Timiryazevsky,SAO,55.81231,37.59081,58.8,2,6,17,1975,brick,cosmetic,False,True,1,Prospekt Mira,Koltsevaya,71,6.76,43700,744
R000246,2025-07-10,Novofyodorovskoye,TAO,55.321,36.90578,61.0,2,2,5,2011,modern_panel,cosmetic,True,False,1,Dinamo,Zamoskvoretskaya,768,65.89,18200,299
R000247,2022-05-30,Voskresenskoye,NAO,55.55313,37.46967,52.0,1,7,17,1960,khrushchev,designer,False,True,1,Kievskaya,Koltsevaya,254,24.25,30200,580
R000248,2023-10-31,Akademichesky,YuZAO,55.70025,37.56072,38.2,1,1,5,1968,panel,no_renovation,True,True,1,Borovitskaya,Serpukhovsko-Timiryazevskaya,89,7.05,40100,1050
R000249,2023-10-03,Kotlovka,YuZAO,55.66251,37.60209,56.2,2,16,17,1983,panel,cosmetic,True,True,1,Nagornaya,Serpukhovsko-Timiryazevskaya,13,10.23,61900,1101
R000250,2025-12-12,Pokrovskoye-Streshnevo,SZAO,55.83145,37.42564,83.9,4,15,17,1968,khrushchev,designer,True,False,0,Sapyornoye Pole,Bolshaya Koltsevaya,89,14.94,90100,1074
R000251,2021-12-25,Koptevo,SAO,55.84992,37.55463,44.4,2,19,22,2009,modern_panel,cosmetic,False,False,1,Profsoyuznaya,Kaluzhsko-Rizhskaya,229,11.45,31000,698
R000252,2021-09-07,Tsaritsyno,YuAO,55.6072,37.69212,69.1,3,7,12,1952,brick,euro,True,True,1,Perovo,Kalininskaya,194,16.91,55900,810
R000253,2022-06-12,Novokosino,VAO,55.74626,37.82807,31.3,1,4,5,1953,brick,cosmetic,False,True,1,Chistye Prudy,Sokolnicheskaya,175,13.0,18800,601
R000254,2022-11-17,Vostochnoye Izmaylovo,VAO,55.77336,37.80313,64.4,3,4,5,1962,khrushchev,euro,False,False,1,Tverskaya,Zamoskvoretskaya,171,11.61,43300,672
R000255,2021-06-04,Krylatskoye,SZAO,55.76285,37.41421,61.4,2,1,17,1980,brick,designer,True,False,1,Molodyozhnaya,Arbatsko-Pokrovskaya,24,12.96,91000,1482
R000256,2022-10-30,Obruchevsky,YuZAO,55.66781,37.49811,85.9,4,4,17,2016,monolith,designer,False,False,0,Kievskaya,Koltsevaya,112,12.28,113400,1320
R000257,2025-12-30,Shchukino,SZAO,55.8093,37.47222,60.1,1,2,12,1965,brick,cosmetic,False,True,1,Smolenskaya (AP),Arbatsko-Pokrovskaya,117,11.15,54200,901
R000258,2023-07-19,Vnukovo,ZAO,55.64989,37.26507,56.1,2,8,9,1982,panel,cosmetic,True,True,1,Pyatnitskoye Shosse,Arbatsko-Pokrovskaya,294,25.11,43300,772
R000259,2022-11-23,Sokolniki,VAO,55.79519,37.67733,73.2,3,17,22,2002,monolith,euro,True,False,1,Preobrazhenskaya Ploshchad,Sokolnicheskaya,27,5.79,88300,1206
R000260,2025-12-07,Severnoye Butovo,YuZAO,55.58314,37.57164,49.3,2,3,9,2001,modern_panel,cosmetic,False,True,1,Yasenevo,Kaluzhsko-Rizhskaya,51,19.24,33900,687
R000261,2024-01-16,Novo-Peredelkino,ZAO,55.66394,37.30395,65.3,3,2,9,1943,stalin,no_renovation,True,False,2,Shabolovskaya,Kaluzhsko-Rizhskaya,214,22.23,58800,901
R000262,2025-05-26,Bogorodskoye,VAO,55.81117,37.74406,36.6,1,2,5,1981,brick,no_renovation,True,True,1,Preobrazhenskaya Ploshchad,Sokolnicheskaya,28,10.0,26300,718
R000263,2025-08-17,Sokol,SAO,55.80121,37.47871,60.7,2,11,12,2008,brick,euro,False,False,1,Strogino,Arbatsko-Pokrovskaya,80,10.33,79000,1302
R000264,2022-09-29,Moskvorechye-Saburovo,YuAO,55.66067,37.68048,36.4,1,4,9,1967,khrushchev,cosmetic,True,False,2,Kantemirovskaya,Zamoskvoretskaya,23,11.02,22900,629
R000265,2022-09-29,Kotlovka,YuZAO,55.65473,37.57359,59.9,3,4,12,1981,panel,euro,True,True,2,Universitet,Sokolnicheskaya,55,11.42,51600,862
R000266,2022-02-04,Sviblovo,SVAO,55.85725,37.67516,40.5,1,1,9,2022,monolith,designer,False,False,2,Sviblovo,Kaluzhsko-Rizhskaya,11,11.98,50000,1234
R000267,2026-04-15,Shchapovskoye,TAO,55.36781,37.54113,39.7,1,4,12,1961,khrushchev,no_renovation,False,False,1,Park Kultury,Koltsevaya,483,43.22,10900,274
R000268,2021-05-04,Kievsky,TAO,55.40349,36.74947,45.4,1,2,5,1969,panel,cosmetic,False,False,0,Pushkinskaya,Tagansko-Krasnopresnenskaya,811,67.21,8400,185
R000269,2024-02-22,Presnensky,CAO,55.74997,37.55579,45.3,1,7,9,2000,brick,cosmetic,False,False,2,Shabolovskaya,Kaluzhsko-Rizhskaya,65,4.09,79300,1750
R000270,2022-01-19,Begovoy,SAO,55.7839,37.51374,53.9,2,5,9,1938,stalin,no_renovation,True,False,2,Dinamo,Zamoskvoretskaya,11,7.48,77700,1442
R000271,2022-10-15,Severnoye Tushino,SZAO,55.86601,37.41982,67.3,2,5,9,1982,brick,cosmetic,True,True,0,Pushkinskaya,Tagansko-Krasnopresnenskaya,179,17.7,50700,753
R000272,2023-03-16,Marfino,SVAO,55.85237,37.6199,49.7,1,3,5,2023,modern_panel,euro,False,False,1,Chistye Prudy,Sokolnicheskaya,111,10.95,37600,756
R000273,2024-10-31,Biryulyovo Vostochnoye,YuAO,55.57905,37.67832,46.4,1,5,5,2004,monolith,euro,True,True,1,Yuzhnaya,Serpukhovsko-Timiryazevskaya,71,19.77,38000,819
R000274,2023-11-25,Mozhaysky,ZAO,55.74392,37.40795,57.4,2,7,22,1978,panel,cosmetic,False,True,2,Kutuzovskaya,Filyovskaya,90,13.37,52700,917
R000275,2023-11-08,Presnensky,CAO,55.76701,37.58476,36.3,1,15,17,2020,monolith,euro,True,True,0,Polezhaevskaya,Tagansko-Krasnopresnenskaya,51,2.68,80500,2216
R000276,2024-12-11,Arbat,CAO,55.76068,37.60408,49.0,1,1,5,1976,brick,euro,True,True,2,Aleksandrovsky Sad,Filyovskaya,13,1.29,166400,3396
R000277,2021-10-20,Ryazanovskoye,NAO,55.46948,37.48238,83.1,3,11,12,1995,brick,no_renovation,False,False,2,Delovoy Tsentr,MCC,370,32.8,29200,351
R000278,2023-04-11,Fili-Davydkovo,ZAO,55.72681,37.46371,39.2,1,11,22,1971,khrushchev,cosmetic,False,True,1,Dinamo,Zamoskvoretskaya,98,10.28,39000,996
R000279,2022-06-11,Fili-Davydkovo,ZAO,55.71821,37.46666,56.5,2,2,22,1967,panel,cosmetic,False,False,1,Filyovsky Park,Filyovskaya,25,10.43,46900,830
R000280,2024-07-17,Vostochny,VAO,55.8192,37.89587,58.4,2,14,17,2007,monolith,designer,False,True,0,Novokuznetskaya,Zamoskvoretskaya,202,18.67,62100,1063
R000281,2024-10-15,Nagorny,YuAO,55.66708,37.61508,50.3,1,1,5,1982,panel,euro,True,False,1,Prospekt Vernadskogo,Sokolnicheskaya,87,9.66,43600,866
R000282,2022-06-03,Yuzhnoye Butovo,YuZAO,55.54176,37.54881,65.8,2,15,17,1968,khrushchev,cosmetic,True,False,0,Kutuzovskaya,Filyovskaya,264,24.02,38400,584
R000283,2021-11-16,Moskovsky,NAO,55.59383,37.3741,47.1,2,12,17,1964,khrushchev,cosmetic,False,False,1,Tyoply Stan,Kaluzhsko-Rizhskaya,117,23.58,18600,394
R000284,2024-03-05,Bogorodskoye,VAO,55.8192,37.7067,46.1,1,3,9,1976,brick,cosmetic,True,False,1,Rizhskaya,Kaluzhsko-Rizhskaya,74,9.03,41600,901
R000285,2023-10-27,Yuzhnoye Butovo,YuZAO,55.54584,37.56595,45.9,1,4,17,2005,monolith,cosmetic,True,False,1,Ulitsa Akademika Yangelya,Serpukhovsko-Timiryazevskaya,87,23.39,42100,918
R000286,2022-06-01,Nagatinsky Zaton,YuAO,55.69337,37.69317,69.2,3,3,5,2014,monolith,euro,True,False,1,Kantemirovskaya,Zamoskvoretskaya,77,8.11,75000,1083
R000287,2021-03-27,Yuzhnoye Tushino,SZAO,55.84751,37.44768,62.0,2,15,17,1983,panel,cosmetic,True,False,2,Fili,Filyovskaya,140,15.01,40100,646
